order_id,customer_id,order_date,gross_revenue,channel,product_category
O503314,C102121,2026-03-30 02:50:00,66.69,referral,protein
O501276,C100787,2025-09-19 21:14:00,64.41,organic_search,supplements
O501918,C101189,2026-01-06T01:22:00+05:30,70.91,email,protein
O500833,C100519,2025-07-15 22:32:00,128.5,referral,supplements
O500306,C100192,2025-12-07 00:49:00,42.16,instagram,supplements
O502691,C101694,2026-01-25 18:03:00,23.89,organic_search,supplements
O501329,C100818,2025-09-27 14:25:00,52.43,organic_search,protein
O501165,C100717,2025-11-14 09:39:00,58.29,instagram,protein
O502963,C101872,2026-02-16T16:51:00+05:30,54.69,organic_search,protein
O502006,C101245,2025-11-24 01:13:00,47.4,instagram,wellness
O503326,C102130,2026-03-25 15:44:00,75.72,instagram,fitness_gear
O500169,C100108,2025-07-18 23:04:00,77.91,paid_search,supplements
O501589,C100981,2025-11-04 01:58:00,103.69,paid_search,vitamins
O503684,C102433,2026-04-10T08:41:00+05:30,73.84,organic_search,vitamins
O503511,C102274,2026-03-21 18:30:00,67.75,instagram,protein
O501548,C100963,2025-10-21T20:53:00+05:30,93.34,email,vitamins
O500862,C100540,2025-07-18T16:50:00+05:30,75.33,marketplace,protein
O503398,C102186,2026-03-14 20:17:00,102.69,email,supplements
O500105,C100067,2025-05-16 20:26:00,98.15,referral,vitamins
O500732,C100461,2025-07-12 19:52:00,50.0,instagram,fitness_gear
O502095,C101301,2025-12-18 15:45:00,38.04,email,protein
O500010,C100006,2025-05-21 19:34:00,22.85,referral,wellness
O500558,C100357,2025-06-16T20:18:00+05:30,67.61,instagram,supplements
O500045,C100026,2025-05-08 21:02:00,48.43,instagram,protein
O502516,C101577,2026-01-13 18:47:00,89.64,organic_search,fitness_gear
O503341,C102141,2026-03-28 22:30:00,,email,wellness
O502389,C101499,2025-12-21 21:26:00,59.64,paid_search,protein
O502390,C101499,2026-01-16 06:04:00,29.85,paid_search,healthy_snacks
O503621,C102375,2026-04-06T08:34:00+05:30,99.07,email,supplements
O501383,C100855,2025-09-08 19:40:00,62.31,organic_search,vitamins
O500507,C100319,2025-06-13 18:05:00,64.45,paid_search,fitness_gear
O501705,C101048,2025-11-03 06:10:00,80.73,organic_search,healthy_snacks
O500428,C100263,2025-06-22T02:54:00+05:30,62.23,paid_search,wellness
O501825,C101129,2025-11-03 21:45:00,57.75,referral,supplements
O502951,C101863,2026-02-17 17:10:00,77.41,instagram,fitness_gear
O501597,C100987,2025-10-24 14:22:00,75.73,email,supplements
O502418,C101517,2026-01-26 16:32:00,56.75,paid_search,protein
O501859,C101152,2025-11-16T11:06:00+05:30,72.66,paid_search,protein
O503079,C101954,2026-02-15T17:22:00+05:30,35.09,paid_search,protein
O503658,C102409,2026-04-08 20:52:00,148.45,referral,vitamins
O500000,C100001,2025-05-01 19:17:00,82.92,paid_search,vitamins
O501202,C100739,2025-09-25 21:16:00,42.96,paid_search,supplements
O502506,C101571,2026-01-15T22:37:00+05:30,50.54,organic_search,supplements
O501726,C101058,2025-10-07 10:49:00,34.66,email,supplements
O500382,C100236,2025-09-13 22:31:00,100.1,referral,vitamins
O501662,C101023,2025-11-22T21:06:00+05:30,82.02,organic_search,supplements
O503247,C102071,2026-04-07 01:06:00,83.01,paid_search,vitamins
O503357,C102155,2026-04-05 20:54:00,46.7,instagram,supplements
O501803,C101111,2025-12-09 16:33:00,101.58,organic_search,vitamins
O502284,C101434,2025-12-10 20:59:00,73.05,paid_search,wellness
O503197,C102034,2026-02-04 17:11:00,64.02,email,vitamins
O500602,C100387,2025-09-12 05:33:00,93.87,instagram,vitamins
O502625,C101651,2026-01-10 08:00:00,57.19,organic_search,supplements
O500364,C100223,2025-06-11T08:31:00+05:30,68.55,paid_search,supplements
O501834,C101134,2025-11-14T10:56:00+05:30,55.28,organic_search,protein
O503111,C101975,2026-02-27 05:42:00,83.95,organic_search,wellness
O503285,C102100,2026-03-07 10:02:00,42.41,organic_search,protein
O502118,C101315,2025-12-28 00:17:00,49.22,organic_search,protein
O503713,C102460,2026-04-22 17:52:00,58.0,organic_search,vitamins
O501390,C100861,2025-09-11T17:44:00+05:30,44.9,email,supplements
O502858,C101803,2026-01-18 22:45:00,62.27,marketplace,vitamins
O500843,C100525,2025-08-05T10:25:00+05:30,95.69,organic_search,protein
O501434,C100889,2025-10-03 09:53:00,65.34,organic_search,wellness
O500661,C100420,2025-07-10T17:19:00+05:30,55.33,instagram,healthy_snacks
O501323,C100816,2025-09-18 15:03:00,104.0,organic_search,wellness
O500463,C100287,2025-06-14 08:12:00,76.96,paid_search,fitness_gear
O501478,C100919,2025-10-20 08:55:00,64.1,instagram,vitamins
O502199,C101371,2025-12-22 19:26:00,91.0,paid_search,supplements
O500440,C100272,2025-06-14 19:20:00,85.43,email,supplements
O503220,C102053,2026-02-14 17:58:00,40.25,marketplace,protein
O503050,C101935,2026-03-01 05:56:00,71.67,email,fitness_gear
O501041,C100645,2025-09-30 22:51:00,104.8,email,wellness
O502712,C101709,2026-01-01 17:54:00,63.05,instagram,supplements
O501758,C101078,2025-11-26 13:07:00,44.92,instagram,supplements
O502311,C101450,2025-12-10 18:04:00,90.44,paid_search,vitamins
O502310,C101449,2025-12-18 15:41:00,88.37,instagram,protein
O501824,C101128,2025-11-08T13:20:00+05:30,66.3,instagram,wellness
O503706,C102454,2026-04-13 11:40:00,70.54,email,protein
O503606,C102362,2026-04-04 17:43:00,33.67,organic_search,fitness_gear
O500356,C100216,2025-06-23 10:27:00,36.26,instagram,healthy_snacks
O503307,C102117,2026-04-24T05:11:00+05:30,86.98,referral,supplements
O500396,C100245,2025-06-26 05:01:00,51.33,organic_search,vitamins
O501872,C101163,2025-11-19 11:35:00,27.16,marketplace,protein
O502897,C101829,2026-02-20 11:38:00,87.31,paid_search,healthy_snacks
O502851,C101798,2026-01-28 09:01:00,100.5,paid_search,healthy_snacks
O502572,C101612,2026-01-04T19:10:00+05:30,59.57,email,protein
O500986,C100615,2025-08-31 09:44:00,80.16,instagram,protein
O502548,C101598,2026-01-20T21:16:00+05:30,49.65,organic_search,vitamins
O503037,C101926,2026-02-27 12:13:00,14.23,organic_search,fitness_gear
O500553,C100353,2025-06-24 14:11:00,62.3,organic_search,vitamins
O502397,C101502,2026-04-10 20:37:00,58.31,email,vitamins
O501256,C100772,2026-01-29 14:00:00,86.73,email,protein
O503034,C101923,2026-02-25T12:45:00+05:30,51.9,instagram,wellness
O502637,C101658,2026-01-26 08:07:00,57.16,paid_search,protein
O502745,C101731,2026-03-07T18:29:00+05:30,,referral,protein
O502823,C101779,2026-01-12 17:41:00,64.81,referral,healthy_snacks
O502218,C101386,2025-12-24T12:12:00+05:30,62.28,email,vitamins
O503660,C102410,2026-04-16 16:27:00,80.46,organic_search,wellness
O500619,C100395,2025-12-30 06:39:00,82.97,email,protein
O500755,C100472,2025-07-15 08:03:00,65.71,organic_search,vitamins
O502811,C101771,2026-03-13 19:22:00,86.56,organic_search,protein
O502260,C101416,2025-12-21 11:20:00,67.96,organic_search,protein
O500715,C100451,2025-07-11 17:27:00,82.27,email,healthy_snacks
O500111,C100070,2025-05-22 18:41:00,62.52,instagram,healthy_snacks
O502890,C101823,2026-02-05T19:01:00+05:30,65.94,organic_search,wellness
O503439,C102217,2026-03-19T18:44:00+05:30,34.43,organic_search,healthy_snacks
O502483,C101557,2026-01-20 20:17:00,94.17,email,wellness
O500627,C100399,2025-09-26T21:08:00+05:30,89.01,organic_search,protein
O503078,C101953,2026-04-21T10:12:00+05:30,111.67,paid_search,protein
O500630,C100402,2025-07-03 13:38:00,,organic_search,vitamins
O503308,C102118,2026-03-27 19:43:00,43.58,organic_search,protein
O503690,C102438,2026-04-26 18:07:00,40.6,organic_search,protein
O502053,C101274,2025-12-04 03:42:00,68.28,instagram,protein
O500062,C100037,2025-05-30 06:13:00,66.89,organic_search,vitamins
O501080,C100666,2025-09-07T07:26:00+05:30,55.23,organic_search,vitamins
O501362,C100842,2025-09-03 08:19:00,71.3,organic_search,protein
O501374,C100848,2025-09-10 14:24:00,46.69,organic_search,supplements
O503016,C101911,2026-02-16 22:30:00,54.47,marketplace,supplements
O500407,C100251,2025-06-03 11:07:00,31.54,marketplace,healthy_snacks
O501998,C101240,2025-11-10 09:30:00,66.57,paid_search,wellness
O501063,C100658,2025-08-25 21:24:00,50.23,instagram,healthy_snacks
O501196,C100736,2025-09-25T10:49:00+05:30,,organic_search,supplements
O502725,C101717,2026-01-17T06:38:00+05:30,76.18,email,protein
O501638,C101007,2025-11-05 12:55:00,74.82,paid_search,vitamins
O502968,C101875,2026-02-20T17:00:00+05:30,41.01,organic_search,supplements
O501874,C101164,2025-12-18 04:12:00,79.51,email,protein
O500937,C100583,2025-08-16 11:07:00,55.27,marketplace,wellness
O502776,C101750,2026-02-17 17:52:00,85.81,email,supplements
O502747,C101732,2026-01-14T19:06:00+05:30,68.91,instagram,fitness_gear
O503674,C102423,2026-04-20T09:49:00+05:30,82.25,email,vitamins
O500801,C100497,2025-07-01 13:19:00,73.88,paid_search,wellness
O501789,C101101,2025-11-28 10:11:00,57.31,marketplace,fitness_gear
O500576,C100373,2025-06-22T19:44:00+05:30,106.11,organic_search,vitamins
O500163,C100105,2025-05-17 17:09:00,103.08,email,wellness
O501594,C100984,2025-10-05T22:26:00+05:30,91.42,paid_search,supplements
O502686,C101692,2026-01-25 09:15:00,82.34,referral,vitamins
O503215,C102048,2026-02-16 12:09:00,58.38,instagram,vitamins
O502839,C101790,2026-01-25T12:35:00+05:30,79.13,paid_search,protein
O501413,C100873,2025-10-05 19:27:00,53.7,organic_search,protein
O501416,C100876,2025-10-28 19:26:00,31.52,marketplace,vitamins
O502329,C101462,2025-12-10T15:35:00+05:30,103.75,organic_search,fitness_gear
O503201,C102036,2026-04-14 02:43:00,104.4,organic_search,supplements
O500286,C100183,2025-06-06 09:44:00,91.34,email,supplements
O502751,C101733,2026-03-06 10:39:00,103.53,instagram,vitamins
O503232,C102062,2026-02-12 11:46:00,56.66,paid_search,protein
O503580,C102337,2026-04-06 09:23:00,44.84,marketplace,supplements
O500469,C100292,2025-06-21T17:51:00+05:30,96.24,email,healthy_snacks
O501142,C100706,2025-09-03 14:42:00,77.67,paid_search,wellness
O503136,C101990,2026-02-10 22:59:00,54.51,marketplace,supplements
O503199,C102036,2026-02-26T10:16:00+05:30,86.0,organic_search,fitness_gear
O503103,C101972,2026-02-20 11:35:00,60.59,organic_search,protein
O500203,C100132,2025-05-17 14:43:00,83.32,organic_search,protein
O502353,C101478,2026-02-05 13:12:00,87.4,paid_search,protein
O501614,C100996,2025-10-29T16:07:00+05:30,74.27,email,protein
O502400,C101503,2026-02-15T07:02:00+05:30,149.87,referral,vitamins
O500963,C100599,2025-08-27 20:35:00,62.05,organic_search,supplements
O500011,C100007,2025-05-15 17:17:00,85.01,organic_search,fitness_gear
O500701,C100441,2025-09-25T04:55:00+05:30,95.13,email,protein
O500350,C100214,2025-06-27 15:06:00,30.52,instagram,vitamins
O500909,C100570,2025-09-09 23:31:00,32.9,paid_search,supplements
O501348,C100832,2025-09-14 11:53:00,101.1,email,healthy_snacks
O500797,C100495,2025-07-24 18:58:00,92.56,instagram,protein
O501426,C100883,2025-10-01 09:16:00,64.03,organic_search,healthy_snacks
O500456,C100283,2025-06-27 20:35:00,57.39,marketplace,healthy_snacks
O502560,C101604,2026-01-19 18:14:00,67.89,email,healthy_snacks
O500946,C100588,2025-10-13 02:21:00,64.2,organic_search,protein
O501113,C100686,2025-08-25 10:00:00,84.22,email,protein
O501389,C100860,2025-09-28T18:38:00+05:30,52.5,instagram,fitness_gear
O503363,C102159,2026-03-23 17:03:00,,email,supplements
O502007,C101245,2025-12-11 20:23:00,62.12,instagram,vitamins
O500442,C100273,2025-06-14 00:52:00,69.04,paid_search,vitamins
O502364,C101485,2025-12-23 16:40:00,56.7,organic_search,protein
O501068,C100660,2025-09-05 03:20:00,74.56,paid_search,vitamins
O502509,C101573,2026-01-21 20:14:00,101.29,email,protein
O500146,C100094,2025-05-07 18:45:00,57.18,marketplace,protein
O501698,C101044,2025-10-21 21:44:00,81.22,paid_search,protein
O500864,C100542,2025-07-02 18:24:00,-52.17,instagram,fitness_gear
O501766,C101084,2025-11-20 17:39:00,92.66,email,healthy_snacks
O502925,C101846,2026-02-08T16:34:00+05:30,71.37,email,fitness_gear
O501014,C100629,2025-08-10 15:01:00,93.8,organic_search,protein
O502829,C101785,2026-01-08T17:59:00+05:30,33.58,instagram,vitamins
O503570,C102327,2026-04-11 15:07:00,116.06,email,protein
O500377,C100235,2025-06-09 12:16:00,78.6,instagram,wellness
O502302,C101443,2026-01-05 03:52:00,59.23,paid_search,supplements
O501851,C101145,2025-11-06 08:06:00,84.63,instagram,vitamins
O500028,C100016,2025-05-03T08:42:00+05:30,173.79,referral,healthy_snacks
O502499,C101567,2026-01-22 18:33:00,57.91,paid_search,vitamins
O501077,C100665,2025-08-31 05:28:00,79.96,paid_search,healthy_snacks
O502557,C101603,2026-02-10 19:52:00,78.51,organic_search,supplements
O503470,C102239,2026-03-29 11:45:00,65.65,email,protein
O502427,C101523,2026-01-16 20:49:00,66.42,marketplace,fitness_gear
O503715,C102462,2026-04-06T14:56:00+05:30,55.59,organic_search,vitamins
O500016,C100009,2025-08-04 14:53:00,105.57,referral,vitamins
O501299,C100800,2025-11-13 06:47:00,39.59,email,protein
O502967,C101874,2026-02-16 15:26:00,91.68,paid_search,supplements
O503504,C102267,2026-03-05 12:19:00,45.22,instagram,protein
O500767,C100479,2025-11-24 19:20:00,87.69,referral,vitamins
O501915,C101188,2026-02-21 04:07:00,78.31,email,supplements
O501636,C101006,2025-10-03 12:05:00,24.25,referral,supplements
O502203,C101375,2025-12-02 11:17:00,66.71,email,wellness
O500549,C100349,2025-06-22 21:08:00,48.43,instagram,healthy_snacks
O501826,C101130,2025-11-24 22:21:00,100.09,paid_search,wellness
O503495,C102259,2026-03-19 20:24:00,49.7,marketplace,vitamins
O502458,C101543,2026-01-11 20:35:00,45.96,organic_search,healthy_snacks
O500322,C100199,2025-08-15 17:06:00,77.35,email,wellness
O501796,C101107,2025-11-02 09:03:00,80.99,referral,vitamins
O501963,C101219,2025-11-14 22:24:00,40.8,paid_search,fitness_gear
O502428,C101524,2026-01-19 20:47:00,31.32,organic_search,supplements
O500866,C100544,2025-07-03T13:15:00+05:30,78.26,organic_search,fitness_gear
O500218,C100143,2025-05-11 18:54:00,8,organic_search,vitamins
O501682,C101033,2025-12-07 16:59:00,102.75,paid_search,protein
O501395,C100864,2025-09-19 20:15:00,103.17,paid_search,vitamins
O500872,C100547,2025-09-13 22:58:00,83.56,email,supplements
O502156,C101339,2026-02-22 17:24:00,68.05,paid_search,wellness
O501526,C100948,2025-12-27 10:29:00,83.03,email,protein
O501765,C101083,2025-11-09 15:56:00,63.83,referral,vitamins
O503372,C102165,2026-03-28 16:31:00,82.99,email,protein
O501385,C100856,2025-10-03T06:14:00+05:30,27.12,organic_search,vitamins
O502238,C101401,2025-12-23T13:33:00+05:30,63.68,email,supplements
O502532,C101586,2026-01-22 15:39:00,71.6,paid_search,wellness
O502452,C101541,2026-01-15T20:44:00+05:30,84.57,instagram,protein
O502846,C101795,2026-01-09 08:29:00,72.76,paid_search,wellness
O500360,C100219,2025-06-27 19:37:00,37.32,organic_search,supplements
O502379,C101495,2025-12-06 13:38:00,115.4,referral,wellness
O500369,C100227,2025-06-17 11:05:00,65.7,paid_search,protein
O501148,C100711,2025-09-12T19:15:00+05:30,49.66,organic_search,vitamins
O500932,C100581,2025-09-28 21:07:00,85.31,email,supplements
O503185,C102025,2026-04-28T21:46:00+05:30,76.14,paid_search,healthy_snacks
O502735,C101724,2026-01-23 02:30:00,95.54,instagram,wellness
O500430,C100264,2025-06-22 20:59:00,83.72,paid_search,wellness
O500976,C100608,2025-09-01 03:46:00,52.9,paid_search,vitamins
O501178,C100723,2025-09-19 09:03:00,50.43,email,protein
O502556,C101603,2026-01-15 10:36:00,76.64,organic_search,wellness
O501381,C100853,2025-09-14T12:26:00+05:30,80.35,email,protein
O501079,C100666,2025-08-25T19:20:00+05:30,62.18,organic_search,supplements
O500494,C100309,2025-11-15 11:19:00,85.6,marketplace,vitamins
O501689,C101039,2025-10-10 19:39:00,64.6,paid_search,protein
O502559,C101603,2026-04-13 17:20:00,80.27,instagram,supplements
O503381,C102173,2026-03-17 14:30:00,78.71,email,vitamins
O500325,C100201,2025-07-17 18:42:00,96.02,email,protein
O503198,C102035,2026-02-24 10:42:00,69.27,marketplace,fitness_gear
O502898,C101830,2026-02-22 08:22:00,100.18,referral,fitness_gear
O500694,C100436,2025-09-08 20:22:00,107.71,email,vitamins
O503691,C102439,2026-04-08 21:28:00,87.05,paid_search,supplements
O500948,C100590,2025-08-17 11:07:00,76.04,instagram,vitamins
O502971,C101877,2026-02-27 21:13:00,61.46,paid_search,fitness_gear
O502853,C101799,2026-02-18 07:28:00,54.27,organic_search,supplements
O502675,C101683,2026-01-11T10:40:00+05:30,38.36,marketplace,wellness
O502876,C101814,2026-03-14 14:58:00,104.11,instagram,protein
O501846,C101141,2025-12-17T06:06:00+05:30,66.49,referral,protein
O501869,C101160,2025-11-19 08:09:00,33.33,instagram,supplements
O503458,C102230,2026-03-05 13:28:00,26.8,marketplace,vitamins
O502847,C101795,2026-02-02 16:53:00,73.07,paid_search,vitamins
O501951,C101212,2026-03-18 17:33:00,43.75,referral,vitamins
O500527,C100333,2025-07-10 06:45:00,46.9,paid_search,protein
O501557,C100967,2025-10-10T10:55:00+05:30,57.84,instagram,vitamins
O502121,C101318,2025-12-08 18:55:00,63.7,instagram,vitamins
O501775,C101090,2025-11-13 20:45:00,83.03,email,protein
O503745,C102491,2026-04-06 16:31:00,98.6,referral,supplements
O501655,C101019,2025-10-28 13:14:00,84.82,organic_search,vitamins
O500409,C100252,2025-06-14 17:38:00,68.96,paid_search,fitness_gear
O502358,C101481,2026-01-14 08:09:00,66.95,organic_search,vitamins
O500296,C100187,2025-11-09T13:35:00+05:30,100.3,organic_search,protein
O501074,C100663,2025-08-16 21:54:00,62.28,instagram,supplements
O503000,C101898,2026-02-16 15:51:00,81.81,instagram,supplements
O500710,C100449,2025-07-13T21:47:00+05:30,71.33,organic_search,supplements
O500012,C100007,2025-05-28 23:50:00,51.02,organic_search,supplements
O501171,C100720,2025-10-30T09:36:00+05:30,56.13,instagram,protein
O501612,C100995,2025-10-08 15:24:00,28.72,instagram,protein
O500758,C100475,2025-07-13 15:37:00,55.77,paid_search,healthy_snacks
O500685,C100431,2025-11-06 09:13:00,65.1,email,protein
O500117,C100073,2025-07-18 21:24:00,69.22,marketplace,vitamins
O501778,C101093,2025-11-06 08:20:00,75.61,organic_search,protein
O501556,C100966,2025-10-23 22:08:00,42.98,referral,protein
O503026,C101918,2026-02-11 20:58:00,68.01,paid_search,protein
O501908,C101185,2025-11-19T17:30:00+05:30,91.86,paid_search,supplements
O502591,C101625,2026-01-20 17:25:00,59.18,organic_search,protein
O502150,C101336,2026-03-26 23:05:00,109.54,paid_search,supplements
O502442,C101534,2026-01-31 09:02:00,13.14,organic_search,vitamins
O503229,C102061,2026-02-04 16:06:00,64.71,email,fitness_gear
O503471,C102239,2026-04-11 05:13:00,96.41,email,protein
O500973,C100606,2025-08-09 10:40:00,43.16,marketplace,protein
O502941,C101858,2026-02-15 09:16:00,48.14,instagram,vitamins
O500883,C100555,2025-08-21T11:18:00+05:30,72.45,email,vitamins
O502300,C101442,2025-12-13T16:35:00+05:30,27.31,paid_search,fitness_gear
O502020,C101255,2025-11-21 10:20:00,71.37,organic_search,healthy_snacks
O501733,C101061,2025-12-08 06:09:00,80.07,email,supplements
O503650,C102403,2026-04-24 18:48:00,122.75,referral,vitamins
O500283,C100181,2025-05-23T08:54:00+05:30,82.26,instagram,vitamins
O500855,C100534,2025-07-04 21:57:00,74.97,organic_search,protein
O500974,C100607,2025-08-18 09:32:00,77.17,organic_search,supplements
O500821,C100510,2025-07-26 15:57:00,33.72,marketplace,supplements
O502015,C101251,2025-12-21 16:39:00,70.65,email,healthy_snacks
O502022,C101255,2026-01-28 13:52:00,99.21,organic_search,vitamins
O500692,C100435,2025-07-25 17:38:00,61.3,instagram,supplements
O500422,C100260,2025-06-23 17:30:00,78.77,organic_search,supplements
O500138,C100089,2025-05-06T09:38:00+05:30,56.56,email,protein
O500979,C100611,2025-08-28 08:05:00,79.79,email,vitamins
O500294,C100187,2025-06-01T14:21:00+05:30,67.95,organic_search,protein
O500423,C100261,2025-06-08 12:45:00,32.77,organic_search,supplements
O501288,C100794,2025-11-02 01:25:00,52.85,instagram,vitamins
O501968,C101222,2025-11-19 09:00:00,95.51,paid_search,protein
O500021,C100012,2025-05-09 20:02:00,60.17,organic_search,wellness
O503440,C102218,2026-03-18 15:29:00,65.9,paid_search,healthy_snacks
O500513,C100323,2025-06-03 11:40:00,53.66,email,wellness
O500877,C100551,2025-08-15 08:18:00,75.37,instagram,fitness_gear
O502337,C101466,2025-12-19 09:55:00,48.99,instagram,vitamins
O500918,C100574,2025-10-13 05:33:00,30.79,paid_search,protein
O502068,C101283,2025-12-30 03:25:00,57.06,email,fitness_gear
O501701,C101046,2025-10-28 19:46:00,41.16,paid_search,healthy_snacks
O501999,C101240,2026-01-10 16:28:00,59.92,paid_search,wellness
O501853,C101147,2025-11-24 16:16:00,31.13,paid_search,supplements
O502247,C101407,2025-12-18 21:48:00,78.91,paid_search,supplements
O502152,C101338,2025-12-18 20:39:00,58.41,organic_search,wellness
O503731,C102477,2026-04-14 10:26:00,65.05,paid_search,wellness
O500824,C100512,2025-07-15T20:18:00+05:30,52.15,marketplace,vitamins
O503572,C102329,2026-04-27 15:14:00,42.72,organic_search,supplements
O501660,C101023,2025-10-16 21:36:00,99.43,organic_search,vitamins
O501234,C100755,2025-09-05T16:18:00+05:30,79.15,instagram,fitness_gear
O502865,C101809,2026-01-27T08:35:00+05:30,57.37,instagram,protein
O500353,C100215,2025-06-12 18:57:00,47.2,organic_search,protein
O501240,C100759,2025-09-17 11:26:00,61.43,marketplace,vitamins
O500331,C100204,2025-06-20 19:45:00,128.29,referral,healthy_snacks
O502171,C101349,2025-12-14 08:59:00,81.01,email,supplements
O502456,C101542,2026-01-04 11:32:00,24.24,marketplace,supplements
O502471,C101550,2026-01-23T17:03:00+05:30,27.18,paid_search,protein
O500940,C100584,2025-10-20T16:06:00+05:30,124.27,email,protein
O500664,C100421,2025-07-19 16:13:00,56.08,organic_search,protein
O503592,C102349,2026-04-06 14:38:00,63.63,paid_search,supplements
O503555,C102313,2026-04-12 13:10:00,56.47,marketplace,vitamins
O500149,C100095,2025-07-19 08:29:00,100.35,organic_search,supplements
O500607,C100390,2025-09-22T03:44:00+05:30,90.73,organic_search,protein
O502498,C101567,2026-01-09T22:34:00+05:30,48.3,instagram,healthy_snacks
O502145,C101335,2025-12-30 11:01:00,69.84,paid_search,supplements
O501843,C101140,2026-02-03T09:18:00+05:30,44.76,organic_search,wellness
O501435,C100890,2025-10-05 13:19:00,40.88,marketplace,protein
O502578,C101615,2026-01-12 13:35:00,76.06,organic_search,protein
O502453,C101541,2026-01-28 02:53:00,42.75,instagram,vitamins
O501905,C101183,2025-11-28 16:56:00,62.15,instagram,supplements
O502198,C101370,2025-12-18T15:37:00+05:30,44.13,instagram,supplements
O500200,C100129,2025-08-09 03:50:00,44.05,instagram,vitamins
O500443,C100273,2025-08-17 19:21:00,69.02,paid_search,protein
O501206,C100741,2025-09-28 13:07:00,80.24,email,supplements
O501397,C100864,2025-11-05 17:48:00,72.35,paid_search,protein
O500470,C100293,2025-06-06T12:35:00+05:30,132.04,referral,protein
O501088,C100671,2025-09-02 23:17:00,100.59,paid_search,protein
O500984,C100614,2025-08-21 08:31:00,55.32,organic_search,fitness_gear
O502149,C101336,2026-03-14 16:07:00,58.41,paid_search,wellness
O502581,C101617,2026-01-16T23:20:00+05:30,78.9,email,supplements
O501625,C101001,2026-02-27T10:54:00+05:30,54.13,organic_search,healthy_snacks
O502523,C101581,2026-01-07 15:47:00,41.11,paid_search,supplements
O501876,C101165,2025-12-22 03:28:00,92.23,organic_search,vitamins
O502436,C101530,2026-03-21T07:19:00+05:30,68.67,email,healthy_snacks
O500125,C100080,2025-07-27 23:20:00,53.94,organic_search,vitamins
O503046,C101932,2026-04-28 21:25:00,113.13,paid_search,vitamins
O502582,C101618,2026-01-20 11:36:00,62.02,paid_search,supplements
O500055,C100032,2025-06-25T11:11:00+05:30,95.77,paid_search,supplements
O500208,C100134,2025-08-06 12:58:00,92.54,email,wellness
O501855,C101148,2025-11-10 11:06:00,36.21,paid_search,supplements
O501545,C100960,2025-12-14 16:38:00,67.61,instagram,supplements
O502624,C101650,2026-01-30 02:06:00,67.28,email,vitamins
O503649,C102402,2026-04-12 15:09:00,59.38,paid_search,fitness_gear
O501894,C101176,2025-12-31T03:03:00+05:30,92.14,email,vitamins
O500959,C100596,2025-09-07 08:54:00,90.2,email,wellness
O502770,C101748,2026-01-18 16:35:00,40.6,organic_search,wellness
O503073,C101952,2026-03-19 21:00:00,101.15,email,protein
O502824,C101780,2026-01-10 10:22:00,83.69,email,wellness
O502857,C101802,2026-01-06 11:32:00,91.15,paid_search,fitness_gear
O502119,C101316,2025-12-01 19:55:00,63.5,paid_search,vitamins
O501307,C100806,2025-09-18 12:01:00,75.38,instagram,protein
O503612,C102367,2026-04-23 03:02:00,55.29,organic_search,fitness_gear
O500314,C100197,2025-08-17 14:14:00,110.19,email,wellness
O500038,C100022,2025-05-06T16:46:00+05:30,43.87,paid_search,vitamins
O500785,C100487,2025-11-07 09:14:00,99.23,email,vitamins
O501809,C101116,2025-12-27 07:53:00,76.39,email,supplements
O501744,C101067,2025-11-02 18:19:00,54.99,organic_search,vitamins
O503626,C102380,2026-04-19 09:51:00,83.23,organic_search,vitamins
O502633,C101656,2026-01-08 20:00:00,77.4,organic_search,supplements
O502931,C101852,2026-02-17 22:09:00,54.71,email,protein
O502708,C101705,2026-01-28 16:10:00,66.6,paid_search,wellness
O503138,C101991,2026-02-24 22:15:00,98.68,organic_search,vitamins
O501954,C101215,2025-11-25T20:43:00+05:30,98.28,email,wellness
O503206,C102040,2026-03-20 10:10:00,74.36,paid_search,protein
O502309,C101448,2026-01-29 16:45:00,56.37,paid_search,supplements
O501245,C100764,2025-09-23 14:26:00,83.27,paid_search,vitamins
O501037,C100644,2025-08-02 08:02:00,69.41,organic_search,vitamins
O503261,C102082,2026-03-25 15:01:00,32.88,instagram,protein
O503387,C102177,2026-03-05 13:18:00,53.69,marketplace,vitamins
O500762,C100478,2025-08-02 12:18:00,91.02,instagram,supplements
O502165,C101345,2025-12-24T14:06:00+05:30,12.2,instagram,supplements
O503565,C102322,2026-04-12T14:27:00+05:30,78.9,referral,protein
O500274,C100175,2025-05-08 12:21:00,58.41,instagram,fitness_gear
O503709,C102456,2026-04-17 19:49:00,87.44,referral,protein
O500674,C100425,2025-10-20 03:03:00,68.1,instagram,protein
O501568,C100973,2025-10-07 15:04:00,79.74,email,protein
O502693,C101695,2026-01-21 10:44:00,116.94,email,protein
O503450,C102225,2026-03-23 22:42:00,33.17,instagram,wellness
O501118,C100689,2025-11-15 14:17:00,108.75,referral,protein
O502568,C101609,2026-01-28 18:33:00,35.02,organic_search,protein
O502919,C101843,2026-04-26 13:21:00,101.4,paid_search,vitamins
O500657,C100417,2025-07-18 13:42:00,54.12,marketplace,fitness_gear
O503196,C102033,2026-03-01 16:51:00,79.55,paid_search,wellness
O501130,C100698,2025-10-05 14:52:00,77.85,organic_search,protein
O500505,C100317,2025-06-28 18:09:00,44.93,email,healthy_snacks
O501493,C100927,2025-11-06 08:16:00,58.86,organic_search,vitamins
